"kernel","tile_granularity","scalar","a_mode","x_mode","M","N","k","P","pr","pc","reps","t_bcast_mean_s","t_bcast_std_s","t_local_mean_s","t_local_std_s","t_reduce_mean_s","t_reduce_std_s","t_total_mean_s","t_total_median_s","t_total_min_s","t_total_std_s","t_total_cv_pct","t_official_mean_s","t_official_median_s","t_official_min_s","t_official_std_s","t_official_cv_pct","t_kernel_mean_s","t_kernel_median_s","t_kernel_min_s","t_kernel_std_s","t_kernel_cv_pct","t_transfer_runtime_overhead_mean_s","t_transfer_runtime_overhead_std_s","t_setup_s","gflops","gflops_compute","gflops_kernel","blocks_per_sm","x_rows_per_tile","rel_err","t_setup_device_init_s","t_setup_device_alloc_s","t_setup_h2d_A_s","bw_h2d_A_gbs","t_h2d_X_mean_s","t_h2d_X_std_s","bw_h2d_X_gbs","t_d2h_Y_mean_s","t_d2h_Y_std_s","bw_d2h_Y_gbs","t_launch_overhead_mean_s","t_launch_overhead_std_s","t_prep_alloc_buffers_s","t_prep_gen_A_s","t_prep_distrib_A_s","t_prep_gen_X_s","t_prep_distrib_X_s","t_prep_total_s","t_io_csv_raw_s","x_layout","t_prep_convert_X_s","group_timing","t_local_group_mean_s","t_local_group_std_s","gflops_local_group"
"cuda_warp_smem(blk512)(g1)","1","double","local","local","16384","16384","8","1","1","1","20","1.567000000e-07","3.302805827e-08","1.375489080e-02","1.572900549e-05","1.221560000e-04","5.408262509e-06","1.387720350e-02","1.387323450e-02","1.385778300e-02","1.670223158e-05","1.203573298e-01","1.333424555e-02","1.333183437e-02","1.331923711e-02","1.210585306e-05","9.078768661e-02","1.321193285e-02","1.320948792e-02","1.319952011e-02","1.047929423e-05","7.931688987e-02","5.429579501e-04","8.325190105e-06","6.222388140e-01","322.100510","325.082435","325.082435","2","455","-1.000e+00","1.470640220e-01","2.534979940e-04","4.736142580e-01","4.534246","3.094383955e-04","5.294944056e-06","3.388642","2.227615997e-04","7.227231243e-06","4.707167","1.075795490e-05","4.729427628e-07","2.837599459e-05","8.910326130e-01","0.000000000e+00","6.309710006e-04","0.000000000e+00","1.513930774e+00","1.851679990e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk512)(g1)","1","double","local","local","16384","16384","20","1","1","1","20","1.755000000e-07","1.667435788e-07","3.820888305e-02","1.563072779e-04","3.327213000e-04","1.272014495e-04","3.854177985e-02","3.846540700e-02","3.842251500e-02","2.599413024e-04","6.744403174e-01","3.744076538e-02","3.740919194e-02","3.740068052e-02","1.256214441e-04","3.355205023e-01","3.710786858e-02","3.710827065e-02","3.710089493e-02","2.811123597e-06","7.575545849e-03","1.101014474e-03","1.580558707e-04","6.112438270e-01","286.784154","289.356911","289.356911","1","292","-1.000e+00","1.346291580e-01","3.314709975e-04","4.749785070e-01","4.521223","6.266351998e-04","1.136927275e-04","4.183359","4.631279975e-04","1.179544449e-04","5.660293","1.125127665e-05","9.293921461e-07","2.515599772e-05","8.841745640e-01","0.000000000e+00","1.577953000e-03","0.000000000e+00","1.497021500e+00","1.972219980e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk512)(g1)","1","double","local","local","16384","16384","32","1","1","1","20","2.306500000e-07","2.542957820e-07","5.690732860e-02","2.748734776e-04","6.480392000e-04","2.774595954e-04","5.755559845e-02","5.739616650e-02","5.730592400e-02","3.742250264e-04","6.501974377e-01","5.567099953e-02","5.557756026e-02","5.554843013e-02","2.775847162e-04","4.986163686e-01","5.502272968e-02","5.502332878e-02","5.501583862e-02","3.385050416e-06","6.152094663e-03","1.884598917e-03","2.749875306e-04","6.169142480e-01","308.596385","312.232223","312.232223","1","186","-1.000e+00","1.398066860e-01","3.169229967e-04","4.754613950e-01","4.516631","1.018244806e-03","1.975600789e-04","4.119151","8.544176042e-04","1.969002406e-04","4.908963","1.193650694e-05","7.042016233e-07","2.558800043e-05","8.795271600e-01","0.000000000e+00","2.457549002e-03","0.000000000e+00","1.498924545e+00","2.122000005e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk1024)(g1)","1","double","local","local","16384","16384","3","1","1","1","20","2.038500000e-07","3.765392967e-08","6.093820100e-03","1.528049490e-04","4.469315000e-05","7.910506854e-07","6.138717100e-03","6.126643000e-03","5.774734000e-03","1.528528267e-04","2.489979977e+00","5.895621816e-03","5.911373473e-03","5.563506881e-03","7.830762310e-05","1.328233485e+00","5.850724816e-03","5.866656065e-03","5.518591881e-03","7.829525223e-05","1.338214575e+00","2.430952837e-04","1.272037785e-04","6.389009390e-01","273.187933","275.284309","275.284309","1","1536","-1.000e+00","1.688305290e-01","2.572200028e-04","4.683904160e-01","4.584816","1.190287996e-04","1.569848522e-06","3.303537","1.142080005e-04","1.273156576e-04","3.442981","9.858483543e-06","4.105483704e-07","7.252600335e-05","8.536819210e-01","0.000000000e+00","2.807740020e-04","0.000000000e+00","1.492936160e+00","1.868550025e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk1024)(g1)","1","double","local","local","16384","16384","6","1","1","1","20","2.039500000e-07","3.512155584e-08","1.119942370e-02","9.956503001e-06","9.020145000e-05","2.699681959e-06","1.128982910e-02","1.128547550e-02","1.127683200e-02","1.088208859e-05","9.638842616e-02","1.086329978e-02","1.086026696e-02","1.085714638e-02","5.897459724e-06","5.428792211e-02","1.077289438e-02","1.077020788e-02","1.076742363e-02","5.234172422e-06","4.858650086e-02","4.265293175e-04","5.514076308e-06","6.113769370e-01","296.523666","299.012072","299.012072","1","877","-1.000e+00","1.363133380e-01","2.533699953e-04","4.734460790e-01","4.535857","2.322063997e-04","2.062408621e-06","3.386780","1.843040004e-04","4.885410031e-06","4.267037","1.001891735e-05","9.792836470e-07","2.485300502e-05","8.504076920e-01","0.000000000e+00","5.359909992e-04","0.000000000e+00","1.462345473e+00","1.895780006e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk1024)(g1)","1","double","local","local","16384","16384","8","1","1","1","20","1.207000000e-07","2.021229431e-08","1.444724250e-02","2.251710009e-05","1.199014500e-04","1.582036112e-06","1.456726465e-02","1.456300600e-02","1.454066700e-02","2.253679924e-05","1.547085179e-01","1.401699180e-02","1.401084034e-02","1.399888744e-02","1.834461659e-05","1.308741337e-01","1.389696965e-02","1.389035225e-02","1.387945557e-02","1.816386886e-05","1.307038103e-01","5.502728478e-04","7.338792981e-06","6.051045970e-01","306.411487","309.057831","309.057831","1","682","-1.000e+00","1.318385620e-01","2.549650017e-04","4.716423490e-01","4.553204","3.074863985e-04","3.104887133e-06","3.410154","2.322976001e-04","5.711629165e-06","4.513934","1.048884925e-05","8.973733010e-07","5.926500307e-05","8.402944300e-01","0.000000000e+00","6.319620006e-04","0.000000000e+00","1.446090254e+00","1.992239995e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk64)(g8)","8","double","local","local","16384","16384","3","1","1","1","20","1.358000000e-07","2.285330796e-08","5.924036900e-03","1.726005792e-05","4.503055000e-05","1.850525430e-06","5.969203250e-03","5.970863000e-03","5.924982000e-03","1.813036782e-05","3.037317891e-01","5.751160002e-03","5.751762968e-03","5.712184994e-03","1.646580973e-05","2.863041494e-01","5.705993652e-03","5.706815958e-03","5.667551994e-03","1.565846938e-05","2.744214301e-01","2.180432477e-04","6.063087812e-06","6.403257550e-01","280.050066","282.266829","282.266829","16","128","-1.000e+00","1.604841940e-01","2.650370006e-04","4.781470870e-01","4.491262","1.198928017e-04","4.481098386e-06","3.279730","8.859199882e-05","3.120296100e-06","4.438505","9.558447124e-06","8.893022230e-07","2.712800051e-05","8.632255300e-01","0.000000000e+00","2.850670062e-04","0.000000000e+00","1.503863480e+00","1.795779972e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk64)(g8)","8","double","local","local","16384","16384","6","1","1","1","20","1.519500000e-07","1.861373291e-08","1.313324540e-02","7.468994151e-05","8.982240000e-05","1.487931676e-06","1.322321975e-02","1.321024100e-02","1.312677300e-02","7.503033308e-05","5.674134931e-01","1.281101441e-02","1.279928749e-02","1.272488479e-02","7.353770113e-05","5.740193461e-01","1.272104006e-02","1.271017599e-02","1.263545609e-02","7.319948974e-05","5.754206371e-01","4.122053419e-04","7.524550260e-06","6.186063210e-01","251.441874","253.220292","253.220292","16","72","-1.000e+00","1.462383720e-01","3.281340032e-04","4.707447220e-01","4.561886","2.330079995e-04","4.623140242e-06","3.375129","1.693071999e-04","5.150900116e-06","4.645000","9.890142489e-06","4.338253368e-07","2.427800064e-05","8.636279140e-01","0.000000000e+00","5.422510003e-04","0.000000000e+00","1.482800764e+00","1.774709963e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk64)(g8)","8","double","local","local","16384","16384","8","1","1","1","20","1.209000000e-07","2.658432460e-08","2.348915975e-02","1.344627649e-05","1.195989000e-04","3.315260772e-06","2.360887955e-02","2.360367800e-02","2.358855900e-02","1.461267544e-05","6.189482821e-02","2.306145421e-02","2.305956225e-02","2.304833235e-02","9.305419282e-06","4.035053123e-02","2.294173441e-02","2.294091225e-02","2.292985535e-02","7.585329911e-06","3.306345447e-02","5.474253407e-04","1.139636778e-05","6.215684820e-01","186.240090","187.211970","187.211970","16","56","-1.000e+00","1.430198920e-01","2.630930030e-04","4.769702390e-01","4.502343","3.082863957e-04","4.812070980e-06","3.401305","2.289391994e-04","9.548985344e-06","4.580151","1.019974555e-05","1.346749845e-06","2.616500569e-05","8.632986850e-01","0.000000000e+00","6.703079998e-04","0.000000000e+00","1.485563640e+00","2.071929994e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk64)(g8)","8","double","local","local","16384","16384","20","1","1","1","20","1.151500001e-07","3.458060757e-08","3.361839565e-02","1.485205834e-04","3.093708000e-04","9.658802800e-06","3.392788160e-02","3.390120100e-02","3.375166100e-02","1.482750886e-04","4.370301992e-01","3.286514830e-02","3.287516089e-02","3.270258278e-02","9.033474831e-05","2.748648736e-01","3.255566235e-02","3.256608009e-02","3.237603378e-02","9.042702877e-05","2.777612933e-01","1.062733304e-03","1.233597351e-04","6.135270160e-01","326.711389","329.817226","329.817226","12","32","-1.000e+00","1.396303420e-01","3.505060013e-04","4.722488010e-01","4.547356","6.247904003e-04","1.240955359e-04","4.195711","4.268271998e-04","1.475868521e-05","6.141689","1.111570409e-05","7.836311264e-07","3.065299825e-05","8.554861530e-01","0.000000000e+00","1.668951998e-03","0.000000000e+00","1.470712774e+00","1.996430001e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk64)(g8)","8","double","local","local","16384","16384","32","1","1","1","20","2.893500000e-07","2.278416521e-07","5.352423755e-02","2.540026511e-04","6.625935000e-04","2.864537277e-04","5.418712040e-02","5.402867600e-02","5.393868000e-02","3.599634210e-04","6.642970107e-01","5.229179139e-02","5.221516547e-02","5.211623252e-02","2.834828536e-04","5.421173115e-01","5.162890854e-02","5.163486481e-02","5.153465652e-02","5.099974284e-05","9.878136936e-02","1.895329011e-03","2.667753832e-04","6.171310830e-01","328.538547","332.756777","332.756777","7","32","-1.000e+00","1.325246950e-01","3.234800024e-04","4.829072400e-01","4.446990","1.015859199e-03","1.954089596e-04","4.128824","8.668559968e-04","1.861920078e-04","4.838525","1.261381576e-05","7.705374421e-07","2.646400389e-05","8.434398560e-01","0.000000000e+00","2.517096000e-03","0.000000000e+00","1.463114499e+00","1.964049952e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk128)(g8)","8","double","local","local","16384","16384","3","1","1","1","20","1.632000000e-07","1.730104954e-08","5.871161200e-03","6.528990343e-06","4.437060000e-05","7.757849946e-07","5.915695000e-03","5.914260500e-03","5.906280000e-03","6.531453131e-06","1.104088891e-01","5.699655365e-03","5.698653995e-03","5.690811088e-03","7.646536224e-06","1.341578698e-01","5.655121565e-03","5.654399872e-03","5.646368027e-03","7.885874570e-06","1.394465968e-01","2.160396351e-04","4.477239474e-06","6.434761270e-01","282.580723","284.806032","284.806032","8","256","-1.000e+00","1.741758100e-01","2.560319990e-04","4.676201850e-01","4.592367","1.188192006e-04","1.298057983e-06","3.309364","8.759199977e-05","4.010743584e-06","4.489177","9.628434746e-06","5.007622346e-07","3.118300083e-05","8.322178950e-01","0.000000000e+00","2.865709976e-04","0.000000000e+00","1.476011776e+00","1.786729990e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk128)(g8)","8","double","local","local","16384","16384","6","1","1","1","20","2.191000000e-07","1.016515721e-07","1.088337265e-02","5.150068975e-06","8.943615000e-05","9.612965080e-07","1.097302790e-02","1.097296500e-02","1.096545000e-02","5.091197397e-06","4.639737950e-02","1.055473847e-02","1.055468468e-02","1.055009228e-02","2.594697028e-06","2.458324321e-02","1.046508322e-02","1.046553612e-02","1.046028805e-02","2.489013153e-06","2.378397860e-02","4.182894324e-04","4.814248552e-06","6.087982080e-01","305.192353","307.806962","307.806962","8","144","-1.000e+00","1.355602880e-01","2.544540039e-04","4.716311390e-01","4.553312","2.291343994e-04","9.549591883e-07","3.432187","1.797567993e-04","4.515580310e-06","4.374978","9.398233595e-06","5.519439218e-07","2.368599962e-05","8.292864970e-01","0.000000000e+00","5.370439976e-04","0.000000000e+00","1.438645435e+00","1.843740029e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk128)(g8)","8","double","local","local","16384","16384","8","1","1","1","20","2.006500000e-07","2.806810327e-08","2.501367985e-02","8.752258321e-06","1.206744000e-04","2.085227954e-06","2.513455490e-02","2.513334200e-02","2.512024900e-02","9.626653153e-06","3.830047197e-02","2.458563984e-02","2.458682307e-02","2.457617237e-02","4.229308314e-06","1.720235203e-02","2.446476479e-02","2.446537590e-02","2.445599937e-02","3.794576000e-06","1.551037189e-02","5.489150642e-04","8.226992805e-06","6.100079860e-01","174.694144","175.557269","175.557269","8","112","-1.000e+00","1.387580450e-01","2.528629993e-04","4.696406900e-01","4.572610","3.080848023e-04","4.989787724e-06","3.403530","2.301839992e-04","6.310240021e-06","4.555382","1.064626266e-05","9.511825393e-07","3.063100303e-05","8.251507960e-01","0.000000000e+00","6.340019972e-04","0.000000000e+00","1.435823415e+00","1.814260031e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk128)(g8)","8","double","local","local","16384","16384","20","1","1","1","20","2.219000000e-07","7.608091260e-08","3.228668365e-02","1.594510315e-04","3.277533500e-04","1.296036897e-04","3.261465890e-02","3.252910150e-02","3.250685300e-02","2.639975097e-04","8.094443377e-01","3.150448425e-02","3.147451974e-02","3.145556950e-02","1.298510436e-04","4.121668603e-01","3.117650900e-02","3.117353630e-02","3.116048050e-02","1.100377840e-05","3.529509478e-02","1.110174651e-03","1.574797356e-04","6.085956430e-01","340.821902","344.407331","344.407331","6","64","-1.000e+00","1.384189600e-01","3.025849946e-04","4.685204960e-01","4.583543","6.234911978e-04","1.166808247e-04","4.204454","4.755679980e-04","1.142401141e-04","5.512230","1.111545531e-05","7.007896129e-07","6.965499779e-05","8.269686460e-01","0.000000000e+00","1.589846004e-03","0.000000000e+00","1.437223790e+00","1.889229970e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk128)(g8)","8","double","local","local","16384","16384","32","1","1","1","20","1.779000000e-07","7.636401747e-08","5.904335960e-02","2.558830986e-04","6.087834000e-04","2.257211946e-04","5.965232090e-02","5.950135800e-02","5.943542100e-02","4.423867068e-04","7.416085412e-01","5.775405598e-02","5.769622659e-02","5.765142706e-02","2.240794553e-04","3.879891230e-01","5.714509468e-02","5.714384079e-02","5.713020706e-02","8.021297315e-06","1.403672067e-02","1.898264919e-03","2.591689959e-04","6.129081220e-01","297.466020","300.635939","300.635939","4","56","-1.000e+00","1.342722120e-01","3.260230005e-04","4.769482050e-01","4.502551","1.020420802e-03","1.880551505e-04","4.110367","8.646079957e-04","1.867729102e-04","4.851105","1.323612183e-05","3.437379452e-06","2.505999873e-05","8.272964990e-01","0.000000000e+00","2.495055996e-03","0.000000000e+00","1.442724737e+00","1.794809900e-02","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)(g8)","8","double","local","local","16384","16384","3","1","1","1","20","2.129000000e-07","1.015215300e-07","6.006879250e-03","2.931349784e-05","4.508150000e-05","4.006073199e-06","6.052173650e-03","6.057324500e-03","5.970376000e-03","3.076503495e-05","5.083303409e-01","5.832335993e-03","5.839535420e-03","5.754494887e-03","2.759275939e-05","4.730996194e-01","5.787041593e-03","5.794896126e-03","5.710239887e-03","2.692108681e-05","4.651960139e-01","2.198376574e-04","7.998526327e-06","6.543180770e-01","276.152255","278.313662","278.313662","5","408","-1.000e+00","1.769028310e-01","2.519589980e-04","4.757375000e-01","4.514010","1.207039993e-04","4.445981475e-06","3.257688","8.935519978e-05","4.796902802e-06","4.400594","9.778458292e-06","9.708929962e-07","2.998700074e-05","8.504614890e-01","0.000000000e+00","3.043010001e-04","0.000000000e+00","1.505113854e+00","1.792539988e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)(g8)","8","double","local","local","16384","16384","6","1","1","1","20","1.380000000e-07","2.487018931e-08","1.459288060e-02","1.102758293e-03","9.012755000e-05","2.679629088e-06","1.468314615e-02","1.443496850e-02","1.442453100e-02","1.103465768e-03","7.515186165e+00","1.401525911e-02","1.401483636e-02","1.401091362e-02","3.182829231e-06","2.270974232e-02","1.392499356e-02","1.392382383e-02","1.392118359e-02","2.786764452e-06","2.001268036e-02","6.678870373e-04","1.103349261e-03","6.122847110e-01","229.837026","231.326891","231.326891","5","232","-1.000e+00","1.396860130e-01","2.525529999e-04","4.709905850e-01","4.559504","2.324704021e-04","2.797317012e-06","3.382934","4.248368062e-04","1.103645971e-03","1.851139","1.057982897e-05","2.907341680e-06","2.251900150e-05","8.422005390e-01","0.000000000e+00","5.442990005e-04","0.000000000e+00","1.455052068e+00","3.728879965e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)(g8)","8","double","local","local","16384","16384","8","1","1","1","20","1.518500000e-07","3.315874892e-08","1.698591795e-02","4.004064250e-04","1.220277000e-04","1.891930123e-06","1.710809750e-02","1.701564650e-02","1.699476200e-02","4.008497417e-04","2.343041017e+00","1.646868042e-02","1.646853281e-02","1.645621392e-02","7.199126300e-06","4.371404457e-02","1.634650087e-02","1.634507179e-02","1.633747292e-02","6.961159455e-06","4.258501259e-02","6.394170764e-04","3.988616219e-04","6.161250190e-01","260.796080","262.745362","262.745362","5","176","-1.000e+00","1.421356740e-01","3.079470043e-04","4.723680490e-01","4.546209","3.084863991e-04","5.674036645e-06","3.399100","3.205376051e-04","3.992711924e-04","3.271304","1.039307224e-05","5.504378703e-07","4.651299969e-05","8.497789800e-01","0.000000000e+00","6.611069985e-04","0.000000000e+00","1.466611619e+00","1.784679989e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)(g8)","8","double","local","local","16384","16384","20","1","1","1","20","2.089500000e-07","1.589400666e-07","4.187887365e-02","1.592047601e-04","3.286659000e-04","1.289614268e-04","4.220774850e-02","4.212843900e-02","4.210145700e-02","2.628221348e-04","6.226869333e-01","4.106011817e-02","4.103323121e-02","4.101200354e-02","1.277316303e-04","3.110844196e-01","4.073124332e-02","4.073078346e-02","4.071686554e-02","6.923764471e-06","1.699865731e-02","1.147630326e-03","1.588157020e-04","6.084293340e-01","261.504806","263.616265","263.616265","5","72","-1.000e+00","1.373170710e-01","3.054650006e-04","4.694626510e-01","4.574344","6.192592025e-04","1.171884770e-04","4.233187","5.171680003e-04","1.153911001e-04","5.068836","1.120312290e-05","9.475517071e-07","2.835199848e-05","8.387824850e-01","0.000000000e+00","1.575595998e-03","0.000000000e+00","1.448815767e+00","2.001770044e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)(g8)","8","double","local","local","16384","16384","32","1","1","1","20","2.823000000e-07","2.693397580e-07","7.248107330e-02","5.087104984e-04","6.761156000e-04","3.365767184e-04","7.315747120e-02","7.287963650e-02","7.221671500e-02","7.597650334e-04","1.038533756e+00","7.112269841e-02","7.109411243e-02","7.038360201e-02","4.509905574e-04","6.341021467e-01","7.044630051e-02","7.056038284e-02","6.982662201e-02","2.338743756e-04","3.319895778e-01","2.034772793e-03","3.995742832e-04","6.082027320e-01","241.552550","243.871844","243.871844","3","80","-1.000e+00","1.388348970e-01","3.111549959e-04","4.676753550e-01","4.591826","1.095809603e-03","3.148961417e-04","3.827585","9.264591992e-04","3.132059294e-04","4.527241","1.250399148e-05","6.442680709e-07","2.384400432e-05","8.385267800e-01","0.000000000e+00","2.434716000e-03","0.000000000e+00","1.449188072e+00","2.042520064e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","3","1","1","1","20","1.309500000e-07","2.285532301e-08","5.815110800e-03","2.768780896e-05","4.471290000e-05","2.586993132e-06","5.859954650e-03","5.867326500e-03","5.796767000e-03","2.782983726e-05","4.749155739e-01","5.638674292e-03","5.646412498e-03","5.575950036e-03","2.603014648e-05","4.616359294e-01","5.593830442e-03","5.602367878e-03","5.531136036e-03","2.587088322e-05","4.624895854e-01","2.212803576e-04","5.437158964e-06","6.566610700e-01","285.636774","287.926628","287.926628","4","512","-1.000e+00","1.783044650e-01","2.541110007e-04","4.766292340e-01","4.505564","1.201632001e-04","1.675551575e-06","3.272350","9.175359905e-05","4.984600044e-06","4.285565","9.363558473e-06","5.123632786e-07","7.220500265e-05","8.458537190e-01","0.000000000e+00","3.173590012e-04","0.000000000e+00","1.502904353e+00","2.078890029e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","6","1","1","1","20","1.395000000e-07","2.994292815e-08","9.779411150e-03","5.435449183e-04","9.176275000e-05","4.921952842e-06","9.871313400e-03","9.749024000e-03","9.736190000e-03","5.433911241e-04","5.504749997e+00","9.332660621e-03","9.332010170e-03","9.325099844e-03","5.673974064e-06","6.079696127e-02","9.240758371e-03","9.241376400e-03","9.235136032e-03","2.966099366e-06","3.209800805e-02","5.386527786e-04","5.429308503e-04","6.200823500e-01","345.156178","348.588865","348.588865","4","288","-1.000e+00","1.400833000e-01","2.794019965e-04","4.783646710e-01","4.489219","2.358928002e-04","7.092209712e-06","3.333853","2.925520018e-04","5.415525473e-04","2.688178","1.020797663e-05","1.835303911e-06","2.803000098e-05","8.386225230e-01","0.000000000e+00","5.472589983e-04","0.000000000e+00","1.459280162e+00","1.809860041e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","8","1","1","1","20","1.465500000e-07","2.262386958e-08","1.321448770e-02","1.400005615e-03","1.199021500e-04","8.677711483e-07","1.333453640e-02","1.302314000e-02","1.300692600e-02","1.400290992e-03","1.050123491e+01","1.246279768e-02","1.246273179e-02","1.245938932e-02","2.525149532e-06","2.026149824e-02","1.234274898e-02","1.234257603e-02","1.233872032e-02","2.092355600e-06","1.695210365e-02","8.717387242e-04","1.399009460e-03","6.135780150e-01","344.623046","347.974937","347.974937","4","224","-1.000e+00","1.393914670e-01","2.541520007e-04","4.725555730e-01","4.544404","6.213440031e-04","1.399872265e-03","1.687593","2.399983995e-04","6.500726151e-06","4.369096","1.039632170e-05","4.730395758e-07","2.484500146e-05","8.355060960e-01","0.000000000e+00","6.725690037e-04","0.000000000e+00","1.449781525e+00","1.794609998e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","20","1","1","1","20","1.624000001e-07","9.585482445e-08","3.214194525e-02","9.002322817e-04","3.059023500e-04","6.469159119e-06","3.244801000e-02","3.221411900e-02","3.218224700e-02","9.012264489e-04","2.777447520e+00","3.113049207e-02","3.113139197e-02","3.111114644e-02","9.079393825e-06","2.916559688e-02","3.082442732e-02","3.082572842e-02","3.080972862e-02","9.474203224e-06","3.073602350e-02","1.317517931e-03","8.996751293e-04","6.184165080e-01","344.916432","348.341208","348.341208","3","128","-1.000e+00","1.411483250e-01","3.382130017e-04","4.755682950e-01","4.515616","6.212431997e-04","1.247208462e-04","4.219668","6.852495998e-04","8.996071933e-04","3.825526","1.102513191e-05","8.391970010e-07","2.689399844e-05","8.390959260e-01","0.000000000e+00","1.683661998e-03","0.000000000e+00","1.459222990e+00","2.060659972e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","32","1","1","1","20","2.798500000e-07","2.527603972e-07","5.571999260e-02","3.605984183e-04","6.362277500e-04","3.081934066e-04","5.635650020e-02","5.607694800e-02","5.600772900e-02","6.118459306e-04","1.085670559e+00","5.435757942e-02","5.425137303e-02","5.420998068e-02","3.203707768e-04","5.893764590e-01","5.372107182e-02","5.371838379e-02","5.369302368e-02","2.000740749e-05","3.724312792e-02","1.998920785e-03","3.539165179e-04","6.111198390e-01","316.052874","319.797588","319.797588","2","120","-1.000e+00","1.335103950e-01","3.077649963e-04","4.759337820e-01","4.512148","1.064128000e-03","2.707148086e-04","3.941541","9.222608030e-04","2.713126969e-04","4.547850","1.253198198e-05","1.352487628e-06","2.153799869e-05","8.352886610e-01","0.000000000e+00","2.415825002e-03","0.000000000e+00","1.448845863e+00","2.134819952e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","3","1","1","1","20","1.753500000e-07","7.718690578e-08","5.968497150e-03","1.532893505e-05","4.459340000e-05","5.397499811e-07","6.013265900e-03","6.017447500e-03","5.972497000e-03","1.529474605e-05","2.543500703e-01","5.795037567e-03","5.799899084e-03","5.758355984e-03","1.471307271e-05","2.538908944e-01","5.750268817e-03","5.755487919e-03","5.713119984e-03","1.476197983e-05","2.567180821e-01","2.182283331e-04","2.863844739e-06","6.426165400e-01","277.929645","280.093468","280.093468","2","1024","-1.000e+00","1.678949720e-01","3.053859982e-04","4.730010410e-01","4.540125","1.182224002e-04","4.664438999e-07","3.326070","9.037120044e-05","2.664477265e-06","4.351121","9.634732436e-06","5.523238839e-07","2.360199869e-05","8.328400440e-01","0.000000000e+00","2.809729995e-04","0.000000000e+00","1.475761159e+00","3.668889985e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
